publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
From Hairy Feet to High Tech									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56371	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056371	RAW
Gang of Four									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55273	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055273	RAW
Gang of Souls A Generation of Beat Poets /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=50896	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100050896	RAW
Gas Prices									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56296	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056296	RAW
Georges Seurat									http://fod.infobase.com/PortalPlaylists.aspx?xtid=7795	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100007795	RAW
Germany The Border in My Heart /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55480	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055480	RAW
Germany Artisan Cheeses of Germany /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55415	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055415	RAW
Germany Disappearing Borders /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55481	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055481	RAW
Green									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56462	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056462	RAW
Green Day Before the Idiot /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=51070	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100051070	RAW
Green Day. Collector's Set /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=51403	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100051403	RAW
Growing Change A Journey Inside Venezuela's Food Revolution /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56450	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056450	RAW
Growth and Inflation. 97 Percent Owned /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55027	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055027	RAW
Hair, Production, Office, Makeup									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55224	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055224	RAW
Haiti Rebuilding a Nation /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56299	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056299	RAW
Handling Anyone Difficult									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56339	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056339	RAW
Handling the New Wave									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56344	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056344	RAW
Hay Tiempo! The Photography of Manuel Alvarez Bravo /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=39738	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100039738	RAW
Headscarves Mosque and State in Turkey /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56290	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056290	RAW
Henri de Toulouse-Lautrec									http://fod.infobase.com/PortalPlaylists.aspx?xtid=7788	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100007788	RAW
Hiring and Managing Your Crew									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55209	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055209	RAW
His Girl Friday									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56711	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056711	RAW
His Holiness the Dalai Lama The Power of Compassion /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=50864	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100050864	RAW
His Holiness the Dalai Lama Contentment, Joy, and Living Well /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=50867	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100050867	RAW
His Holiness the Dalai Lama Facing Death and Dying Well /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=50865	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100050865	RAW
His Holiness the Dalai Lama In Conversation with the Dalai Lama /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=50861	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100050861	RAW
Historical Inaugural Perspectives									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56294	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056294	RAW
Home									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55736	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055736	RAW
How the Elderly Can Stay Mobile									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56372	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056372	RAW
I Believe You Faiths' Response to Intimate Partner Violence /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55230	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055230	RAW
I Wasn't Always Dressed Like This									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56476	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056476	RAW
Illustrated Wonderlands									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55770	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055770	RAW
Immigration Debate									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56303	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056303	RAW
Immortal? A Horizon Guide to Aging /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55684	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055684	RAW
Impact of the Deepwater Horizon Spill									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56304	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056304	RAW
Incredible India.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55454	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055454	RAW
Incredible India.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55455	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055455	RAW
Incredible India.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55456	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055456	RAW
Incredible India.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55457	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055457	RAW
India A Dangerous Place to Be a Woman /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55775	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055775	RAW
India Paneer and the Chennai Sweets of West Bengal /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55417	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055417	RAW
India's Child Miners Growing Up Underground /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56110	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056110	RAW
Indonesia Silent Fear /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55461	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055461	RAW
Insect Dissection How Insects Work /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55746	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055746	RAW
Inside Mississippi's Lone Abortion Clinic.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56116	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056116	RAW
Inside Mississippi's Lone Abortion Clinic.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56117	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056117	RAW
Iran Road to Freedom /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55467	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055467	RAW
Israel The Promised Desert /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55470	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055470	RAW
Israel Israeli Artisan Cheese /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55418	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055418	RAW
Israel Our Home /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55471	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055471	RAW
Italy Rare Mountain Cheeses of the Northeast /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55422	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055422	RAW
Jan van Eyck									http://fod.infobase.com/PortalPlaylists.aspx?xtid=7787	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100007787	RAW
Japan									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55405	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055405	RAW
Jena 6									http://fod.infobase.com/PortalPlaylists.aspx?xtid=50895	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100050895	RAW
Juan de Marcos Gonzales and Afro Cuban All Stars Absolutely Live /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=51000	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100051000	RAW
Jungle Book									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56703	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056703	RAW
Kate Bush Under Review /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=51010	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100051010	RAW
Kelly and Her Sisters									http://fod.infobase.com/PortalPlaylists.aspx?xtid=54421	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100054421	RAW
Kelly and Her Sisters Grow Up									http://fod.infobase.com/PortalPlaylists.aspx?xtid=54422	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100054422	RAW
Kenya Women for President /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55488	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055488	RAW
Key Groups in Ancient China									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56485	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056485	RAW
King Solomon's Mines									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56713	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056713	RAW
Kosovo Reborn									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55483	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055483	RAW
Lady Chatterley's Lover									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56684	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056684	RAW
Learning from Ladakh									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56392	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056392	RAW
Legally High									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56475	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056475	RAW
Legends of Rhythm and Blues									http://fod.infobase.com/PortalPlaylists.aspx?xtid=10512	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100010512	RAW
Leonardo da Vinci Hidden Lives of Works of Art /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=53603	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100053603	RAW
Life, Death, and Mistakes									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55712	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055712	RAW
Looking Alzheimer's in the Eye									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56376	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056376	RAW
Made in Taiwan									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55453	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055453	RAW
Malaysia Myriad of Ideas /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55462	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055462	RAW
Managing Assets and Payroll Accounting Fundamentals /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=53619	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100053619	RAW
